entity_name,entity_id,bts_line,category,review_id,review_title,review_text,review_rating,published_date,created_at_date,trip_type,stay_date,review_language,is_translated,original_language,like_count,images_count,reviewer_id,reviewer_name,reviewer_username,reviewer_contribution_count,reviewer_hometown,reviewer_profile_link,has_owner_response,owner_response_text,owner_response_date,review_link,entity_link
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1034648507,Please give up your seat to elderly or disabled people. Ask mothers with babies if need assistance with any bags.,A perfect service. A lot of other countries can learn from the BTS sky train service. It is always very clean and extremely efficient.,5,2025-10-13,2025-10-13,solo,2025-10-31,en,False,en,1,0,457D2F59DE9BE6482ECA1FC543B5A994,dwayne c,coggins196,44,London,https://www.tripadvisor.com/Profile/coggins196,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1034648507-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1032499837,Top Public Transportation to Bangkok,"Bangkok frequently pulls cars, to resolve traffic, travelers to enter, activated in 1999, mainly with 4 tram trains, through the main residential district, hotel, tourist district, the drive is fast",5,2025-09-28,2025-09-28,family,2025-04-30,en,True,zh-tw,0,0,B2553170FD7E8A43F4588E0317D52F4F,Thomas tc Leung,Passenger16845815464,26,,https://www.tripadvisor.com/Profile/Passenger16845815464,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1032499837-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1031955676,BTS is the only way to Go,The BTS in Bangkok is the best transport system in the world.  I have been to a number of places and have not found anything equal to the sky train in Bangkok.  I highly recommend it for getting around BKK.  BTS will take you to most places that you will want to visit.  Air conditioned and always timely.,5,2025-09-24,2025-09-24,solo,2025-06-30,en,False,en,1,0,A5E4F927BED276410F5EF30F7F7274CA,Brent C,632brentc,18,Salt Lake City,https://www.tripadvisor.com/Profile/632brentc,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1031955676-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1031342347,It was so convenient that I rode it every day.,"I was staying in Kondo near Onnut railway station so I rode every day. Convenient to go anywhere, no traffic. It's easy to ride, just touch your Rabbit card to the ticket gate. You can rest assured that there are security people at the station. It may be crowded depending on the time of day.",5,2025-09-21,2025-09-20,family,2025-08-31,en,True,ja,0,0,159B045ACF73326BBB5C3184B6EA7AA0,みるく,milkcandy55,591,Tokyo,https://www.tripadvisor.com/Profile/milkcandy55,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1031342347-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1029043303,Easy and convenient,"BTS is convenient way to move around. It is well connected to the airport train station.
Taxi is obviously convenient, too but traffic jam is always the killer in Bangkok.
One thing I do not like is that the ticket machines are limited and queue can be long during rush hour. Hope they will start using credit card payment.",4,2025-09-06,2025-09-06,solo,2025-09-30,en,False,en,2,0,AEC93ECA45D39471473B8C56D4174F8E,ManngaDua,ManngaDua,573,Singapore,https://www.tripadvisor.com/Profile/ManngaDua,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1029043303-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1026412717,OK,"The most convenient means of public transport, next to the MRT. They don't stand at traffic lights, they don't get stuck in traffic jams, they run frequently, until quite late. I didn't like that the air conditioning is way too cold. It's a shock when you come in from the heat outside. It's also very crowded at certain times.",3,2025-08-28,2025-08-24,solo,2025-05-31,en,False,en,0,31,C2100BECA84C9E04869BCD11C517D133,zuv,zuv,53348,Bucharest,https://www.tripadvisor.com/Profile/zuv,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1026412717-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1025028099,Concerns Regarding Lack of Support and Communication,"I am very disappointed with the customer service experience regarding Rabbit Card through BTS. When attempting to call their customer service, the line keeps you waiting for an extended period and then disconnects without providing any assistance. This is extremely frustrating and unhelpful, especially for passengers who require immediate support.

I also tried reaching out via LINE regarding a lost BTS card. While the service claims to be an “automatic response system,” it is not actually automated in a way that provides clear next steps. Instead, it leads to repetitive and unclear responses, leaving customers without proper guidance.

For a service that is so essential to daily transportation in Bangkok, the lack of reliable customer support is unacceptable. Clear communication, consistent follow-up, and an effective channel to resolve urgent issues should be basic standards. I strongly urge BTS and Rabbit Card management to review their customer service processes and provide a more professional and supportive experience for passengers.",1,2025-08-18,2025-08-18,solo,2025-08-31,en,False,en,0,0,CAC9A7C14336B3881405CA2CE3ECC9EC,Anna H,K391YSannah,1,,https://www.tripadvisor.com/Profile/K391YSannah,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1025028099-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1016731727,Very dissapointed,Bangkok is home for me but the BTS is ALWAYS NOT ON SCHEDULE every Saturday & Sunday. Most of the time I need to wait for almost 30 minutes to get into the train when I’m connecting my trip in Siam. It’s very disappointed with the service.,1,2025-07-06,2025-07-06,solo,2025-07-31,en,False,en,1,0,C7CA5BE1CF004D21C5742B31B0AF799A,Yusep S,yuseps2023,2,Bangkok,https://www.tripadvisor.com/Profile/yuseps2023,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1016731727-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1011728119,Recommend,"Very good way to move around Bangkok. The ticket price varies depending on the route taken, allows to reach the metro and also the Chao Praya pier",5,2025-06-09,2025-06-09,friends,2025-06-30,en,True,fr,0,1,B20C6FDAE62529FB2293EF6F6D0FDDDD,Laurence,682laurencel,156,Lille,https://www.tripadvisor.com/Profile/682laurencel,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1011728119-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1011346574,Best transportation in BKK,"Best locomotion option in BKK. Easy to access, affordable price less than $1. Fast clean and safe. Drive only in the last case",5,2025-06-06,2025-06-06,friends,2025-06-30,en,True,pt,0,0,E5857B5BC570437727B9E8E9AA711EDA,VIAJANTEDOSUL,VIAJANTEDOSUL,105,,https://www.tripadvisor.com/Profile/VIAJANTEDOSUL,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1011346574-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1004553272,Fast and easy,"Using BTS transportation to visit Ancient City, Wat Arun, and Wat Pho is convenient. Opting for a BTS One-Day Pass is more economical than purchasing individual tickets at the station, especially for such a long distance.",5,2025-04-27,2025-04-27,couples,2025-03-31,en,False,en,0,0,1390C0167663DEF35BD555C35AE89406,Randi Miami,529randim,6,Port Jervis,https://www.tripadvisor.com/Profile/529randim,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1004553272-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1003827520,"A Quick, Efficient and Cheap way to get around Bangkok!","When we landed in Bangkok we had the daunting realisation that it is MUCH bigger than we had thought! Immediately looking at where we wanted to visit the thought of walking an hour in near 40degree heat was largely unappealing. Thankfully the BTS Skytrain made that a lot easier! At around 30baht for a single ticket this is not only quick and efficient but also pretty cheap to get around.

If you are doing a couple of days, be sure to check out the MyRabbit card that makes it cheaper still!",5,2025-04-22,2025-04-22,couples,2025-04-30,en,False,en,0,0,A39931A028AF9ED2DE99A3D659ED930D,Tom&NikkiTravel,TomandNikkiTravel,2326,London,https://www.tripadvisor.com/Profile/TomandNikkiTravel,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1003827520-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,1001628278,Excelent transportation choice,"Very easy to use, fast and convenient for many important destinations in Bangkok, very good way to get to know real people and their way of live.",5,2025-04-09,2025-04-08,couples,2025-02-28,en,False,en,0,0,A7A66FEAD4806A7502DC089B666168F1,Ruben R,Q1916YArubenr,2,,https://www.tripadvisor.com/Profile/Q1916YArubenr,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r1001628278-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,999954999,Bangkok BTS Ticket....Go Bangkok BTS station and buy Direct  from BTS !!!!,"Paid by klook system claimed never pay. Till now no refund. Chatted with customer service will look into it. Almost a month now, no refunds. Payment made online, Klook claimed error and no payment made. DBS confirmed payment made. Contacted Klook, till date no reply.",1,2025-03-27,2025-03-27,friends,2025-02-28,en,False,en,0,1,1C3B274BDA384F58D47AF46F06ED463A,rafflesdude,rafflesdude,3,,https://www.tripadvisor.com/Profile/rafflesdude,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r999954999-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,999331513,Excellent means of locomotion,"Excellent transportation to get from anywhere in Bangkok. The underground metro MTR can be reached at various stations. Cheap, very easy to pick up tickets, anyway there will always be someone to fill you in. And what about the discipline of the Thais to get on the BTS , everyone respects the line and lets the passengers off, a lesson for us French.",5,2025-03-23,2025-03-23,couples,2025-03-31,en,True,fr,0,0,36FF206A0BC6CF3982CB914D15C43504,jcdemarcos2,jcdemarcos2,95,Salon-de-Provence,https://www.tripadvisor.com/Profile/jcdemarcos2,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r999331513-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,997595840,Recommended,"BTS perhaps the easiest and easiest way to discover Bangkok.

Buy a Rabbit card and enjoy easy access not only to the BTS lines but also to a convenient digital payment card.

Plus, at Mc Donalds, for example, you get a 10% discount when you pay with your card.

Neat trains sometimes a bit overcrowded but definitely my favorite means of transport.",5,2025-03-12,2025-03-12,solo,2025-03-31,en,True,nl,0,0,176F2C6E63872E8671EF4A4251677F60,DVVLAP,DVVLAP,1152,Koksijde,https://www.tripadvisor.com/Profile/DVVLAP,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r997595840-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,996943454,Bangkok's lifesaver above the chaos,"We cannot emphasize enough how the BTS saved our sanity in Bangkok! Gliding above the traffic while enjoying air conditioning was HEAVENLY. So easy to navigate, spotlessly clean, and incredibly efficient. We purchased multi-day passes which proved excellent value. The perfect way for couples to explore this vibrant city without stress!",5,2025-03-07,2025-03-07,business,2025-02-28,en,False,en,1,0,F8B0CB04E2ECADE97B8BE9535D796654,Sutherland Boy,sutherlandb2024,13,Malaysia,https://www.tripadvisor.com/Profile/sutherlandb2024,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r996943454-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,996774654,Best arrival option in the Thai capital,"For the equivalent of 6 reals (35 baht) you get from the main airport to various parts of the city quickly and safely.
A baldea cost a new ticket and you have to cross sidewalks and viaducts to get to the subway.",5,2025-03-05,2025-03-05,solo,2025-03-31,en,True,pt,2,0,7AB282D1A0C68150F5E7CDE94BA9B8E8,vitorbabrazil,vitorbabrazil,9975,Salvador,https://www.tripadvisor.com/Profile/vitorbabrazil,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r996774654-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,995966465,The best way to get around Bangkok ,"Will save the stress of the chronic traffic in Bangkok.  Quite easy to navigate and cheap!  Clean, but no eating or drinking allowed and make sure you wear your backpack on your front!",5,2025-02-27,2025-02-27,couples,2025-02-28,en,False,en,0,2,9592A4433BFF866AE814EB325222B8E8,Jennifer P,231jenniferp,115,Epsom,https://www.tripadvisor.com/Profile/231jenniferp,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r995966465-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,994459897,Best way to get around BKK,"Most efficient and inexpensive way to get around BKK.  Clean, modern, reliable and frequent. At times, can be very crowded depending on time of day & station, especially anywhere near Sukhumvit.",5,2025-02-18,2025-02-18,couples,2025-02-28,en,False,en,0,0,A6708FA2133E042F1AE18BD32D9B4027,Lisa S,lisasO5568DO,94,Fort Lee,https://www.tripadvisor.com/Profile/lisasO5568DO,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r994459897-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,994425429,Skytrain recommended.,Works great to take Skytrain in Bangkok. Easy to buy tickets and clear signs. It's nice to avoid the crazy traffic in Bangkok.,5,2025-02-18,2025-02-18,family,2025-02-28,en,True,sv,0,0,477B7EB50754B248C63018E173EBA215,Karl,Bjorkmyr,8,Gävle,https://www.tripadvisor.com/Profile/Bjorkmyr,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r994425429-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,994158004,"Efficient and cheap, but limited","Due to heavy Bangkok traffic using the skytrain sounds like a good idea. The above the streets train system is cheap, it avoids traffic jams, the cars are pretty new and clean as well with AC.
But, have in mind there are only two lines, not covering the entire city. You'll be able to use it, but mostly you'll have to combine it with walking or tuktuks which remain my fav and iconic transport option in Thailand.",4,2025-02-16,2025-02-16,family,2025-01-31,en,False,en,1,3,921BA89C5AB6D8FF0E3E8BC75358A0F1,BrakiWorldTraveler,BrakiWorldTraveler,23056,Belgrade,https://www.tripadvisor.com/Profile/BrakiWorldTraveler,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r994158004-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,991660119,Conveniently remove the suffering of the car,"Thailand bts express transportation system is the most convenient way to travel in Thailand, fast and without the hassle of the car
There are several routes now
But our tour of attractions such as central world, Zulu Sea World, Berry Palace, 76 Town Old Town, Taichung rice soup, terminal 21, big c, etc are all near the bts green line station so only take the express green line
Very convenient
Only peak times can not get in the wagon Other times are good
It is now time for the Thai government to encourage more public transportation to solve the problem of air pollution.
Great.",4,2025-01-31,2025-01-31,family,2025-01-31,en,True,zh-tw,7,2,D00CAB98F103DA0C8EBB7750003633E1,Yali,jasmineyali,11943,Taichung,https://www.tripadvisor.com/Profile/jasmineyali,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r991660119-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
BTS Skytrain,450970,Both Sukhumvit + Silom,transit_skytrain,990472385,BTS SkyTrain,"BTS Skytrain is a very easy way to get around in Bangkok. The train cars are well-cooled. The Skytrain runs frequently. During busy periods, the trains can be full/nearly full. BTS SkyTrain has daily operates from 06.00 – 24.00 hrs. BTS currently has two lines, Sukhumvit Line (Light Green Line) covering 60 stations from Khu Khot in the north to Kheha in the south east, and Silom Line (Dark Green Line) covering 13 stations in Silom and Sathon Roads.",5,2025-01-25,2025-01-25,solo,2025-01-31,en,False,en,1,0,FEFADBB4078D9A2FDD7EC9C07B92285D,Camper37844967233,Camper37844967233,85,Tromso,https://www.tripadvisor.com/Profile/Camper37844967233,False,,,https://www.tripadvisor.com/ShowUserReviews-g293916-d450970-r990472385-BTS_Skytrain-Bangkok.html,https://www.tripadvisor.com/Attraction_Review-g293916-d450970-Reviews-BTS_Skytrain-Bangkok.html
